time,reference,lqr_position,lqr_voltage,rnn_position,rnn_voltage
10.120000000000001,0.007301307222111733,0.00706408555369465,0.16952688532910304,,
10.125,0.00731383638291138,0.007076642242349793,0.18221600847585984,,
10.13,0.00732636244627263,0.0070891981745769455,0.19490333322417436,,
10.135,0.007338885288568293,0.007101753226454126,0.2075887343552768,,
10.14,0.007351404786202975,0.00711430727406804,0.22027208666937403,,
10.145,0.007363920815614277,0.0071268601935153076,0.23295326498691116,,
10.15,0.007376433253274058,0.00713941186090368,0.2456321441497613,,
10.155,0.007388941975689594,0.0071519621523532684,0.2583085990225229,,
10.16,0.007401446859404859,0.007164510943997763,0.2709825044936868,,
10.165000000000001,0.007413947781001692,0.007177058111985656,0.2836537354769331,,
10.17,0.007426444617101037,0.0071896035324814644,0.2963221669123337,,
10.175,0.007438937244364181,0.0072021470816669535,0.30898767376756786,,
10.18,0.007451425539493926,0.0072146886357423575,0.32165013103920986,,
10.185,0.0074639093792358445,0.007227228070927599,0.33430941375391277,,
10.19,0.0074763886403794765,0.007239765263463516,0.34696539696966994,,
10.195,0.007488863199759558,0.0072523000896130806,0.35961795577702976,,
10.200000000000001,0.0075013329342572205,0.007264832425662618,0.3722669653003501,,
10.205,0.00751379772080121,0.007277362147923031,0.38491230069902105,,
10.21,0.0075262574363691315,0.00728988913273102,0.3975538371686719,,
10.215,0.007538711957988608,0.007302413256450302,0.4101914499424564,,
10.22,0.0075511611627385525,0.007314934395472832,0.4228250142922222,,
10.225,0.00756360492775033,0.007327452426220023,0.4354544055298033,,
10.23,0.007576043130209008,0.007339967225143964,0.44807949900819954,,
10.235,0.0075884756473545475,0.0073524786687286445,0.4607001701228397,,
10.24,0.0076009023564830285,0.007364986633491165,0.4733162943127892,,
10.245000000000001,0.007613323134947843,0.007377490995982965,0.48592774706200215,,
10.25,0.007625737860160923,0.007389991632791033,0.49853440390052906,,
10.255,0.0076381464095939475,0.007402488420539132,0.511136140405753,,
10.26,0.007650548660779532,0.007414981235889011,0.5237328322036335,,
10.265,0.007662944491312479,0.007427469955541627,0.5363243549698902,,
10.27,0.0076753337788509355,0.007439954456238357,0.5489105844312901,,
10.275,0.007687716401117637,0.007452434614762222,0.5614913963668251,,
10.28,0.007700092235901102,0.007464910307939094,0.5740666666089629,,
10.285,0.007712461161056841,0.0074773814126389195,0.5866362710448567,,
10.290000000000001,0.007724823054508549,0.007489847805776929,0.5992000856175937,,
10.295,0.0077371777942493326,0.007502309364314854,0.6117579863273928,,
10.3,0.0077495252583429,0.007514765965262143,0.6243098492328402,,
10.305,0.007761865324924757,0.007527217485677176,0.6368555504521267,,
10.31,0.0077741978722034415,0.007539663802668471,0.6493949661642315,,
10.315,0.00778652277846168,0.007552104793395904,0.6619279726101962,,
10.32,0.0077988399220576266,0.007564540335071921,0.6744544460943015,,
10.325000000000001,0.007811149181426051,0.007576970304962745,0.6869742629853088,,
10.33,0.007823450435079525,0.007589394580389591,0.6994872997176884,,
10.335,0.007835743561609647,0.007601813038729876,0.7119934327928115,,
10.34,0.007848028439688218,0.007614225557418431,0.7244925387801978,,
10.345,0.007860304948068456,0.007626632013948708,0.7369844943187123,,
10.35,0.007872572965586168,0.007639032285873988,0.7494691761178083,,
10.355,0.007884832371160989,0.007651426250808595,0.7619464609587002,,
10.36,0.00789708304379752,0.007663813786429097,0.7744162256956411,,
10.365,0.007909324862586584,0.00767619477047552,0.7868783472570695,,
10.370000000000001,0.007921557706706365,0.00768856908075255,0.799332702646887,,
10.375,0.00793378145542362,0.007700936595130738,0.8117791689456413,,
10.38,0.007945995988094898,0.007713297191547713,0.8242176233117204,,
10.385,0.007958201184167686,0.0077256507480093755,0.8366479429826097,,
10.39,0.007970396923181631,0.007737997142591113,0.8490700052760667,,
10.395,0.007982583084769703,0.0077503362534389955,0.8614836875913608,,
10.4,0.00799475954865942,0.007762667958770978,0.8738888674104472,,
10.405,0.008006926194673985,0.00777499213687811,0.8862854222992238,,
10.41,0.008019082902733527,0.007787308666125728,0.8986732299086828,,
10.415000000000001,0.00803122955285624,0.00779961742495466,0.9110521679761712,,
10.42,0.008043366025159586,0.007811918291882427,0.9234221143265746,,
10.425,0.008055492199861491,0.007824211145504438,0.9357829468735048,,
10.43,0.008067607957281502,0.00783649586449519,0.9481345436205435,,
10.435,0.008079713177841985,0.007848772327609466,0.9604767826624119,,
10.44,0.008091807742069298,0.007861040413683533,0.9728095421861984,,
10.445,0.008103891530594983,0.007873300001636331,0.9851327004725385,,
10.450000000000001,0.008115964424156921,0.007885550970470681,0.9974461358968374,,
10.455,0.008128026303600516,0.007897793199274462,1.0097497269304703,,
10.46,0.008140077049879907,0.00791002656722182,1.0220433521419399,,
10.465,0.008152116544059075,0.007922250953574352,1.0343268901981493,,
10.47,0.008164144667313088,0.0079344662376823,1.046600219865518,,
10.475,0.008176161300929215,0.007946672298985743,1.0588632200112524,,
10.48,0.008188166326308139,0.007958869017015782,1.0711157696044824,,
10.485,0.008200159624965103,0.007971056271395731,1.0833577477174963,,
10.49,0.008212141078531097,0.007983233941842315,1.0955890335269032,,
10.495000000000001,0.008224110568754002,0.00799540190816684,1.1078095063148625,,
10.5,0.00823606797749979,0.008007560050276391,1.1200190454702328,,
10.505,0.008248013186753661,0.008019708248175016,1.1322175304897928,,
10.51,0.008259946078621216,0.008031846381964903,1.1444048409794296,,
10.515,0.008271866535329644,0.008043974331847573,1.1565808566552909,,
10.52,0.008283774439228838,0.008056091978125058,1.168745457345032,,
10.525,0.008295669672792596,0.00806819920120108,1.1808985229889521,,
10.53,0.008307552118619768,0.008080295881582236,1.1930399336411985,,
10.535,0.008319421659435413,0.008092381899879174,1.205169569470943,,
10.540000000000001,0.008331278178091947,0.008104457136807772,1.2172873107635886,,
10.545,0.008343121557570322,0.008116521473190317,1.2293930379219176,,
10.55,0.008354951680981167,0.00812857478995668,1.241486631467284,,
10.555,0.00836676843156593,0.00814061696814549,1.2535679720408128,,
10.56,0.008378571692698069,0.00815264788890531,1.2656369404045342,,
10.565,0.008390361347884148,0.00816466743349581,1.2776934174426189,,
10.57,0.008402137280765035,0.008176675483288936,1.2897372841624974,,
10.575000000000001,0.00841389937511703,0.008188671919770085,1.3017684216960665,,
10.58,0.008425647514853004,0.008200656624539272,1.3137867113008623,,
10.585,0.008437381584023563,0.0082126294793123,1.3257920343612146,,
10.59,0.008449101466818182,0.008224590365921925,1.3377842723894309,,
10.595,0.008460807047566353,0.008236539166319026,1.3497633070269606,,
10.6,0.00847249821073871,0.008248475762573766,1.3617290200455778,,
10.605,0.008484174840948204,0.00826040003687676,1.3736812933485136,,
10.61,0.008495836822951198,0.008272311871540233,1.3856200089716688,,
10.615,0.008507484041648649,0.008284211148999188,1.3975450490847254,,
10.620000000000001,0.008519116382087206,0.008296097751812559,1.4094562959923604,,
10.625,0.00853073372946036,0.008307971562664376,1.421353632135376,,
10.63,0.008542335969109586,0.008319832464364919,1.4332369400918687,,
